denovo	std	H_logabun	OB_logabun	OW_logabun	delta_logabun	snr	abs_snr	H_presence	OB_presence	OW_presence	delta_presence	abs_delta_presence	rank_snr	rank_delta_presence
g__Megamonas	0.276278708788	-5.25710647104	-5.25906214084	-5.25311350068	-0.00195566979946	-0.00707861205825	0.00707861205825	0.0163551401869	0.0108108108108	0.012539184953	-0.00554432937611	0.00554432937611	151	119
g__Ruminococcus2	0.455080899478	-2.06306885803	-2.00957338093	-2.03880479367	0.0534954770948	0.117551576338	0.117551576338	0.995327102804	1.0	1.0	0.00467289719626	0.00467289719626	65	120
g__Oscillibacter	0.557051468022	-2.25431663691	-2.40551588236	-2.25339032792	-0.151199245449	-0.271427783839	0.271427783839	0.995327102804	1.0	1.0	0.00467289719626	0.00467289719626	10	121
g__Subdoligranulum	0.499626653793	-2.6302830241	-2.61418616441	-2.58071673075	0.0160968596896	0.0322177761482	0.0322177761482	0.995327102804	1.0	1.0	0.00467289719626	0.00467289719626	132	122
g__Anaerostipes	0.615110826119	-2.06818879066	-2.07312583491	-2.04711477455	-0.00493704424735	-0.00802626784915	0.00802626784915	0.995327102804	1.0	0.996865203762	0.00467289719626	0.00467289719626	149	123
g__Faecalibacterium	0.687040962976	-1.87032127604	-1.83242992956	-1.84987092061	0.0378913464805	0.0551515099134	0.0551515099134	0.995327102804	1.0	1.0	0.00467289719626	0.00467289719626	110	124
g__Odoribacter	0.840330348241	-3.26611418216	-3.3281094513	-3.29633969712	-0.0619952691429	-0.0737748782639	0.0737748782639	0.901869158879	0.897297297297	0.899686520376	-0.00457186158121	0.00457186158121	92	125
g__Citrobacter	0.771430707329	-5.02460538746	-4.96028664314	-4.93992090398	0.0643187443256	0.0833759192038	0.0833759192038	0.163551401869	0.167567567568	0.194357366771	0.00401616569841	0.00401616569841	83	126
g__Tepidibacter	0.0969377165906	-5.27404065362	-5.27748895913	-5.26684315424	-0.00344830550284	-0.0355723821864	0.0355723821864	0.00934579439252	0.00540540540541	0.0156739811912	-0.00394038898712	0.00394038898712	130	127
g__Marvinbryantia	0.0873075196413	-5.2742075532	-5.27769235853	-5.27184071713	-0.00348480532982	-0.0399141487943	0.0399141487943	0.00934579439252	0.00540540540541	0.012539184953	-0.00394038898712	0.00394038898712	126	128
g__Catenibacterium	0.928879486977	-3.60695262965	-3.50823073092	-3.69004043172	0.0987218987262	0.106280631783	0.106280631783	0.866822429907	0.87027027027	0.824451410658	0.00344784036373	0.00344784036373	69	129
g__Cellulosilyticum	0.339258766974	-5.23078133927	-5.24754411103	-5.18721001734	-0.0167627717652	-0.0494099884718	0.0494099884718	0.0303738317757	0.027027027027	0.0564263322884	-0.00334680474867	0.00334680474867	117	130
g__Rhizobacter	0.32704150033	-5.233792635	-5.22566982304	-5.22355645933	0.00812281195638	0.024837251383	0.024837251383	0.0303738317757	0.027027027027	0.0344827586207	-0.00334680474867	0.00334680474867	137	131
g__Gallibacterium	0.0987647267216	-5.27160260746	-5.27333370314	-5.27038469097	-0.00173109568715	-0.0175274690126	0.0175274690126	0.0140186915888	0.0108108108108	0.012539184953	-0.00320788077797	0.00320788077797	141	132
g__Obesumbacterium	0.210243313418	-5.25758522741	-5.2633368315	-5.26027557373	-0.00575160409273	-0.0273568942537	0.0273568942537	0.0140186915888	0.0108108108108	0.012539184953	-0.00320788077797	0.00320788077797	135	133
g__Coprococcus	0.625426114755	-1.88513158341	-1.91077017834	-1.89557929009	-0.0256385949343	-0.0409938029921	0.0409938029921	0.997663551402	0.994594594595	0.996865203762	-0.00306895680727	0.00306895680727	125	134
g__Acetanaerobacterium	0.850320498505	-4.12101176782	-4.07590665341	-4.12967792859	0.0451051144121	0.0530448395533	0.0530448395533	0.721962616822	0.718918918919	0.71473354232	-0.00304369790351	0.00304369790351	112	135
g__Hallella	0.317539790499	-5.25046073719	-5.24801597504	-5.21617595318	0.00244476214333	0.00769907336491	0.00769907336491	0.018691588785	0.0216216216216	0.0376175548589	0.00293003283657	0.00293003283657	150	136
g__Murdochiella	0.146814508488	-5.26438425366	-5.2576480798	-5.26291606048	0.00673617386762	0.0458822083525	0.0458822083525	0.018691588785	0.0216216216216	0.0188087774295	0.00293003283657	0.00293003283657	121	137
g__Fusobacterium	0.650020667151	-5.00706333113	-4.96498253835	-4.94426307053	0.0420807927771	0.0647376228229	0.0647376228229	0.207943925234	0.210810810811	0.253918495298	0.00286688557717	0.00286688557717	100	138
g__Anaerotruncus	0.21206784119	-5.23272243061	-5.24030569881	-5.23832758968	-0.00758326819648	-0.0357586900208	0.0357586900208	0.0514018691589	0.0540540540541	0.0470219435737	0.00265218489518	0.00265218489518	129	139
g__Staphylococcus	0.145476968955	-5.26484505261	-5.26536837056	-5.26019309468	-0.00052331794814	-0.00359725633478	0.00359725633478	0.018691588785	0.0162162162162	0.0188087774295	-0.00247537256883	0.00247537256883	154	140
g__Syntrophococcus	0.185359944622	-5.26457474696	-5.26788860765	-5.22552314622	-0.00331386068334	-0.0178779762267	0.0178779762267	0.0140186915888	0.0162162162162	0.0532915360502	0.00219752462743	0.00219752462743	140	141
g__Peptostreptococcus	0.274662370387	-5.22437305682	-5.20173568056	-5.22770708182	0.022637376262	0.0824189212016	0.0824189212016	0.0560747663551	0.0540540540541	0.0532915360502	-0.00202071230109	0.00202071230109	85	142
g__Actinobacillus	0.228258712444	-5.23929599883	-5.25119133407	-5.23062515392	-0.011895335239	-0.0521133897219	0.0521133897219	0.0397196261682	0.0378378378378	0.0501567398119	-0.00188178833039	0.00188178833039	114	143
g__Alloprevotella	0.538772650201	-5.17675184247	-5.18310342368	-5.1821978726	-0.00635158121053	-0.011788982251	0.011788982251	0.0443925233645	0.0432432432432	0.0532915360502	-0.00114928012124	0.00114928012124	147	144
g__Bulleidia	0.128687507746	-5.25891180745	-5.25932614906	-5.27018089276	-0.000414341612949	-0.00321975007681	0.00321975007681	0.0280373831776	0.027027027027	0.012539184953	-0.00101035615054	0.00101035615054	155	145
g__Pasteurella	0.167394587362	-5.26904067254	-5.2734947334	-5.25583678955	-0.00445406085731	-0.0266081533907	0.0266081533907	0.0116822429907	0.0108108108108	0.0188087774295	-0.000871432179843	0.000871432179843	136	146
g__Anaeroglobus	0.135716159511	-5.27142452206	-5.26026054516	-5.26781449198	0.0111639768982	0.082259746654	0.082259746654	0.0116822429907	0.0108108108108	0.0156739811912	-0.000871432179843	0.000871432179843	86	147
g__Phocaeicola	0.234628542392	-5.25219897076	-5.26809376268	-5.26341598559	-0.0158947919213	-0.0677444941664	0.0677444941664	0.0116822429907	0.0108108108108	0.012539184953	-0.000871432179843	0.000871432179843	97	148
g__Sarcina	0.177666590762	-5.27867265659	-5.27609768973	-5.24359906338	0.00257496685911	0.0144932530537	0.0144932530537	0.00467289719626	0.00540540540541	0.0219435736677	0.000732508209144	0.000732508209144	144	149
g__Succiniclasticum	0.208956951244	-5.25652213519	-5.25019326609	-5.24729115917	0.00632886909371	0.0302879088541	0.0302879088541	0.0210280373832	0.0216216216216	0.025078369906	0.000593584238444	0.000593584238444	133	150
g__Ruminococcus	0.81625747804	-2.19230912241	-2.24296303301	-2.1369581275	-0.0506539106063	-0.0620562897971	0.0620562897971	0.978971962617	0.978378378378	0.990595611285	-0.000593584238444	0.000593584238444	103	151
g__Sphingomonas	0.122782439081	-5.26845433601	-5.26689578284	-5.26143166897	0.00155855317346	0.0126936163276	0.0126936163276	0.0163551401869	0.0162162162162	0.0219435736677	-0.0001389239707	0.0001389239707	146	152
g__Blautia	0.456107591111	-1.43344999823	-1.30277647234	-1.35328645173	0.130673525895	0.286497152079	0.286497152079	1.0	1.0	1.0	0.0	0.0	5	153
g__Clostridium_XlVa	0.436817277338	-1.89970539431	-1.83853367605	-1.87864678136	0.0611717182568	0.140039603354	0.140039603354	1.0	1.0	1.0	0.0	0.0	49	154
g__Bacteroides	0.515140893072	-0.994053924909	-0.951558389881	-1.05632628383	0.0424955350281	0.0824930336528	0.0824930336528	1.0	1.0	1.0	0.0	0.0	84	155
g__Roseburia	0.571942081767	-1.67305106136	-1.47322742047	-1.56576161304	0.199823640885	0.349377405956	0.349377405956	1.0	1.0	1.0	0.0	0.0	1	156
g__Lachnospiracea_incertae_sedis	0.392579371598	-1.82630002622	-1.82534438832	-1.83763677583	0.000955637891306	0.00243425396351	0.00243425396351	1.0	1.0	1.0	0.0	0.0	157	157
