denovo	std	CRC_logabun	H_logabun	nonCRC_logabun	delta_logabun	snr	abs_snr	CRC_presence	H_presence	nonCRC_presence	delta_presence	abs_delta_presence	rank_snr	rank_delta_presence
g__Coprococcus	1.09994539801	-2.4964632753	-2.43429150436	-2.30121583225	-0.0621717709404	-0.0565225974427	0.0565225974427	0.925	0.912790697674	0.939393939394	0.0122093023256	0.0122093023256	120	118
g__Robinsoniella	0.372343238245	-5.57186444709	-5.59120347487	-5.58376129011	0.0193390277782	0.0519387108233	0.0519387108233	0.0583333333333	0.046511627907	0.0505050505051	0.0118217054264	0.0118217054264	127	119
g__Succiniclasticum	0.680494159539	-5.48040578737	-5.55214235732	-5.49165601838	0.0717365699491	0.105418347745	0.105418347745	0.0583333333333	0.046511627907	0.0656565656566	0.0118217054264	0.0118217054264	84	120
g__Defluviitalea	0.886803265479	-5.07633251775	-5.12718931192	-5.07613429271	0.0508567941644	0.0573484516173	0.0573484516173	0.308333333333	0.296511627907	0.323232323232	0.0118217054264	0.0118217054264	119	121
g__Proteus	0.253766208071	-5.66738570209	-5.63767700384	-5.62594305455	-0.0297086982439	-0.117071135947	0.117071135947	0.0	0.0116279069767	0.020202020202	-0.0116279069767	0.0116279069767	77	122
g__Vagococcus	0.160391648901	-5.66738570209	-5.64879215443	-5.64461846963	-0.0185935476562	-0.115925908759	0.115925908759	0.0	0.0116279069767	0.0151515151515	-0.0116279069767	0.0116279069767	78	123
g__Leptotrichia	0.217769217107	-5.63534923747	-5.65424998838	-5.64413219504	0.0189007509108	0.0867925740927	0.0867925740927	0.0166666666667	0.00581395348837	0.010101010101	0.0108527131783	0.0108527131783	97	124
g__Bifidobacterium	1.43754512534	-2.9269993941	-3.00202186406	-2.97004069272	0.0750224699635	0.0521879060636	0.0521879060636	0.841666666667	0.831395348837	0.833333333333	0.0102713178295	0.0102713178295	126	125
g__Allobaculum	0.340652737211	-5.60700029514	-5.61428320446	-5.61144105384	0.00728290931537	0.0213792772517	0.0213792772517	0.0333333333333	0.0232558139535	0.0353535353535	0.0100775193798	0.0100775193798	150	126
g__Oxobacter	0.359649155078	-5.59877025577	-5.61148552331	-5.61955748933	0.0127152675402	0.0353546431588	0.0353546431588	0.0333333333333	0.0232558139535	0.020202020202	0.0100775193798	0.0100775193798	137	127
g__Gordonibacter	1.04036797738	-4.9089426644	-4.8087448696	-4.85413492009	-0.100197794799	-0.0963099566479	0.0963099566479	0.391666666667	0.401162790698	0.414141414141	-0.00949612403101	0.00949612403101	88	128
g__Anaerovorax	0.375960006586	-5.57441332094	-5.58277923508	-5.61687992408	0.00836591414424	0.0222521385193	0.0222521385193	0.05	0.0406976744186	0.030303030303	0.0093023255814	0.0093023255814	148	129
g__Cerasicoccus	0.240711060032	-5.64923870507	-5.63594508924	-5.63531056441	-0.0132936158273	-0.0552264437933	0.0552264437933	0.00833333333333	0.0174418604651	0.0151515151515	-0.00910852713178	0.00910852713178	122	130
g__Megasphaera	0.98868854296	-5.39304898368	-5.30765139758	-5.18880189808	-0.0853975860963	-0.0863746087728	0.0863746087728	0.125	0.133720930233	0.186868686869	-0.00872093023256	0.00872093023256	98	131
